Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Institution Name","Columbia Univ in the City of New York, Columbia University in the City of New York"

,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"1997","Columbia Univ in the City of New York","Psychology, general","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","22",
"1997","Columbia Univ in the City of New York","Social sciences not elsewhere classified","Total for selected values","40",
"1997","Columbia Univ in the City of New York","Social sciences not elsewhere classified","Foreign nationals","7",
"1997","Columbia Univ in the City of New York","Social sciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","33",
"1997","Columbia Univ in the City of New York","Sociology","Total for selected values","84",
"1997","Columbia Univ in the City of New York","Sociology","Foreign nationals","35",
"1997","Columbia Univ in the City of New York","Sociology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","49",
"1997","Columbia Univ in the City of New York","Statistics","Total for selected values","39",
"1997","Columbia Univ in the City of New York","Statistics","Foreign nationals","14",
"1997","Columbia Univ in the City of New York","Statistics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","25",
"1996","Total for selected values","Total for selected values","Total for selected values","2,442",
"1996","Columbia Univ in the City of New York","Total for selected values","Total for selected values","2,442",
"1996","Columbia Univ in the City of New York","Anatomy","Total for selected values","17",
"1996","Columbia Univ in the City of New York","Anatomy","Foreign nationals","9",
"1996","Columbia Univ in the City of New York","Anatomy","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","8",
"1996","Columbia Univ in the City of New York","Anthropology","Total for selected values","99",
"1996","Columbia Univ in the City of New York","Anthropology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","99",
"1996","Columbia Univ in the City of New York","Astronomy and astrophysics","Total for selected values","15",
"1996","Columbia Univ in the City of New York","Astronomy and astrophysics","Foreign nationals","4",
"1996","Columbia Univ in the City of New York","Astronomy and astrophysics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","11",
"1996","Columbia Univ in the City of New York","Biochemistry","Total for selected values","41",
"1996","Columbia Univ in the City of New York","Biochemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","41",
"1996","Columbia Univ in the City of New York","Biology","Total for selected values","70",
"1996","Columbia Univ in the City of New York","Biology","Foreign nationals","40",
"1996","Columbia Univ in the City of New York","Biology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","30",
"1996","Columbia Univ in the City of New York","Biometry and epidemiology","Total for selected values","91",
"1996","Columbia Univ in the City of New York","Biometry and epidemiology","Foreign nationals","3",
"1996","Columbia Univ in the City of New York","Biometry and epidemiology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","88",
"1996","Columbia Univ in the City of New York","Cell and molecular biology","Total for selected values","70",
"1996","Columbia Univ in the City of New York","Cell and molecular biology","Foreign nationals","14",
"1996","Columbia Univ in the City of New York","Cell and molecular biology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","56",
"1996","Columbia Univ in the City of New York","Chemical engineering","Total for selected values","53",
"1996","Columbia Univ in the City of New York","Chemical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","53",
"1996","Columbia Univ in the City of New York","Chemistry","Total for selected values","106",
"1996","Columbia Univ in the City of New York","Chemistry","Foreign nationals","51",
"1996","Columbia Univ in the City of New York","Chemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","55",
"1996","Columbia Univ in the City of New York","Civil engineering","Total for selected values","76",
"1996","Columbia Univ in the City of New York","Civil engineering","Foreign nationals","21",
"1996","Columbia Univ in the City of New York","Civil engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","55",
"1996","Columbia Univ in the City of New York","Computer sciences","Total for selected values","158",
"1996","Columbia Univ in the City of New York","Computer sciences","Foreign nationals","75",
"1996","Columbia Univ in the City of New York","Computer sciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","83",
"1996","Columbia Univ in the City of New York","Economics (except agricultural)","Total for selected values","132",
"1996","Columbia Univ in the City of New York","Economics (except agricultural)","Foreign nationals","87",
"1996","Columbia Univ in the City of New York","Economics (except agricultural)","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","45",
"1996","Columbia Univ in the City of New York","Electrical engineering","Total for selected values","244",
"1996","Columbia Univ in the City of New York","Electrical engineering","Foreign nationals","54",
"1996","Columbia Univ in the City of New York","Electrical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","190",
"1996","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","Total for selected values","66",
"1996","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","Foreign nationals","21",
"1996","Columbia Univ in the City of New York","Engineering science, mechanics, and physics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","45",
"1996","Columbia Univ in the City of New York","Genetics","Total for selected values","41",
"1996","Columbia Univ in the City of New York","Genetics","Foreign nationals","25",
"1996","Columbia Univ in the City of New York","Genetics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","16",
"1996","Columbia Univ in the City of New York","Geosciences","Total for selected values","86",
"1996","Columbia Univ in the City of New York","Geosciences","Foreign nationals","34",
"1996","Columbia Univ in the City of New York","Geosciences","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","52",
"1996","Columbia Univ in the City of New York","Industrial and manufacturing engineering","Total for selected values","88",
"1996","Columbia Univ in the City of New York","Industrial and manufacturing engineering","Foreign nationals","65",
"1996","Columbia Univ in the City of New York","Industrial and manufacturing engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","23",
"1996","Columbia Univ in the City of New York","Mathematics and applied mathematics","Total for selected values","51",
"1996","Columbia Univ in the City of New York","Mathematics and applied mathematics","Foreign nationals","30",
"1996","Columbia Univ in the City of New York","Mathematics and applied mathematics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","21",
